"attachments/0/style_list/0","attachments/0/style_list/1","commentUrl","commentsCount","date","facebookId","facebookUrl","feedbackId","id","likesCount","pageAdLibrary/id","pageAdLibrary/is_business_page_active","postTitle","profileId","profileName","profilePicture","profileUrl","replyToCommentId","text","threadingDepth"
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=375078822243984","8","2024-05-28T01:57:31.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzM3NTA3ODgyMjI0Mzk4NA==","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfMzc1MDc4ODIyMjQzOTg0","1","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","100008578095365","Jake Jake","https://scontent.fvdc6-1.fna.fbcdn.net/v/t39.30808-1/442491678_3341411359488101_4675949127214907115_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=yF2Juz2sc1EQ7kNvgF5LjMN&_nc_ht=scontent.fvdc6-1.fna&oh=00_AYBiDImJfZKY2vxh-7EOK3Hrrad9LIgqEcOS7FTpwq58Kg&oe=665D1798",,,"Kaayo atty! Dili tanan maayo ug nindot ang kasinatian",
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=978297513934484","2","2024-05-28T01:39:06.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzk3ODI5NzUxMzkzNDQ4NA==","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfOTc4Mjk3NTEzOTM0NDg0","1","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","100027530026081","Carl Sky","https://scontent.fvdc6-1.fna.fbcdn.net/v/t39.30808-1/442480613_1497005967893723_4731026218898032144_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=7qG0FhNZlucQ7kNvgGBt11N&_nc_ht=scontent.fvdc6-1.fna&oh=00_AYB9n4JPI19aDokFeompKApNMDFvrugguOoqgRQA-TEHAA&oe=665D08F8","https://www.facebook.com/jcarl.espiritu",,"💯% 👍 Agree",
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=1187955102239714",,"2024-05-28T07:30:18.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzExODc5NTUxMDIyMzk3MTQ=","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfMTE4Nzk1NTEwMjIzOTcxNA==","1","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","100017560335658","Grace Sedurifa","https://scontent.fvdc6-1.fna.fbcdn.net/v/t39.30808-1/423132383_1473813176547346_1663949685703353728_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=-RNDTpAottEQ7kNvgECVs9-&_nc_ht=scontent.fvdc6-1.fna&oh=00_AYAG529tYdINVsdVHYitPwYaAEdqdYHfytqr4KwV4CL81g&oe=665D01AB","https://www.facebook.com/grace.sedurifa.50",,"Yeses,yeses to DIVORCE BILL..for the benefit of those no longer with their partners and need to be separated legally",
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=7508894015877735",,"2024-05-28T15:05:11.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzc1MDg4OTQwMTU4Nzc3MzU=","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfNzUwODg5NDAxNTg3NzczNQ==","0","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","61557902267140","Maring Pobrehon","https://scontent.fvdc6-1.fna.fbcdn.net/v/t39.30808-1/436166738_122110808150263408_116537803076072449_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=JIOb6ccpqBUQ7kNvgEpr6Pe&_nc_ht=scontent.fvdc6-1.fna&oh=00_AYDR9X1sYnhcy4E6gNAoHvzRw4qMHBW0O9I88A96D3UyMw&oe=665D0EA7","https://www.facebook.com/people/Maring-Pobrehon/61557902267140/",,"I say yes kung LIBRE NI 😬",
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=415747761433429",,"2024-05-28T10:48:21.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzQxNTc0Nzc2MTQzMzQyOQ==","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfNDE1NzQ3NzYxNDMzNDI5","1","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","pfbid028Tj8C8xbb5pGr1tTNY7L2rfXjsL2GTkXeeLhV1LC4sZ3hmMowvyZbvTiv4LBCYzLl","Honeylyn Purisima Jaranilla","https://scontent.fvdc6-1.fna.fbcdn.net/v/t39.30808-1/445479227_7643878455680982_3303940755056035365_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=UAzPCLdXpzwQ7kNvgECc9Lj&_nc_ht=scontent.fvdc6-1.fna&oh=00_AYBeiwy7pnp7oJSnqwjKpADmfdRYU8cJIi7R9yTIEYaMug&oe=665D14AB","https://www.facebook.com/Heyhoney.lyn",,"Bretha May P. Tangpos  yes na yes",
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=828740512646414",,"2024-05-29T08:43:07.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzgyODc0MDUxMjY0NjQxNA==","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfODI4NzQwNTEyNjQ2NDE0","1","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","100001233756590","Pearl May","https://scontent.fvdc6-1.fna.fbcdn.net/v/t39.30808-1/439672345_7858920930825621_6782736057704961748_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=5-244v64FngQ7kNvgG2vuGp&_nc_ht=scontent.fvdc6-1.fna&oh=00_AYCFVfOZgL5P3yfm__ihy7mGQ4I_UUA6v4ln1in4yUFgEA&oe=665D2049","https://www.facebook.com/pearl.sanson08",,"This bill won't help the abused wife especially poor ones yung mga babaeng mababa Ang tingin sa sarili sila kadalasan naabuso while you cannot abuse a woman who knows her value and strength parang mas dapat yata turuan and nurture Filipina woman to see what she deserves so she'll know how to choose and make decisions wisely may vowc law na Tayo yet Marami parin Ang mga abused na nd pinapakulong mga hayop na pinili nila so still Wala paring magbabago sa pilipinas it still falls on how we created peoples behavior parin so this divorce bill is useless parin KC it won't solve anything the cycle will still happen tapos dadami lng mabibiktima Ng mga abusadong partner KC may rights na sila magpalit palit Ng asawa",
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=3581575362132685",,"2024-05-28T23:24:47.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzM1ODE1NzUzNjIxMzI2ODU=","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfMzU4MTU3NTM2MjEzMjY4NQ==","2","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","100000604982794","Rosalyn","https://scontent.fvdc6-1.fna.fbcdn.net/v/t39.30808-1/444480908_8437093186320764_4260362818793025180_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=AadUPdO1xZsQ7kNvgEMZPtR&_nc_ht=scontent.fvdc6-1.fna&oh=00_AYA5efDE2p97ij_Yp5nGOXmLtbC5o5uqoYWDC3NCgGcr1A&oe=665D0E45",,,"Mao gani ambot aning ubang buang oy...di nalang ko magtalk aning ubang naas simbahan",
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=1445508252770605",,"2024-05-29T08:20:31.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzE0NDU1MDgyNTI3NzA2MDU=","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfMTQ0NTUwODI1Mjc3MDYwNQ==","3","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","pfbid0iUwGBAQioL7daoZBkEBLZPJ4C4BgEstXeakv6JpAubE72YwMKX1osjq6uSf6jBwUl","Nheneng Gallego Espolong","https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-1/439823556_3229091967234380_8537507556738092107_n.jpg?stp=c0.0.32.32a_cp0_dst-jpg_p32x32&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Gl2m4-wmAPsQ7kNvgF4-Pp5&_nc_ht=scontent-fra3-1.xx&oh=00_AYCRWDd9OQMSQBnWuhi9rR5sZqT57wDu8o_kqlYA1Z4JUA&oe=665D033C",,"Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfMTU2MjgwMjYwMDk2MzM3OA==","Agus Ostting Ancog na loss Ang bayag sa akuang bana sir na talang sa laing sakang😁✌️✌️✌️","1"
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=1610466639806228",,"2024-05-29T11:22:31.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzE2MTA0NjY2Mzk4MDYyMjg=","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfMTYxMDQ2NjYzOTgwNjIyOA==","0","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","pfbid0aBkqYD3iQK9KQA9TtjNGSAvYhqy4p4WkHPPfKSmWSGk2sA2ZbXaRGY8WdrwxiSf9l","Luzminda D. Nugas","https://scontent-bos5-1.xx.fbcdn.net/v/t39.30808-1/431743323_7721982037834326_2827215708237742402_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=a-Wi3BBH0NkQ7kNvgHodauQ&_nc_ht=scontent-bos5-1.xx&oh=00_AYAt8GSy7r3VI_iboP_SM_WeIsiCqTvkImS0CAyiSh_tFw&oe=665D06E8",,"Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfMTY5MjM1ODU4MTUzNDUzMQ==","Kevin Ray N. Chua now na! DIVORCE, is the solution of all the agonies and sacrifices for those wives/husbands not happy anymore of their marriages.","1"
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=958534849404087",,"2024-05-29T10:08:57.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzk1ODUzNDg0OTQwNDA4Nw==","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfOTU4NTM0ODQ5NDA0MDg3","1","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","100024355447207","Jean Rose Palacio II","https://scontent-bos5-1.xx.fbcdn.net/v/t39.30808-1/434945589_1607615520060281_4824889815521812318_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=TpoDDBJwKcAQ7kNvgGN8Pth&_nc_ht=scontent-bos5-1.xx&oh=00_AYBdyyuOEXqHbS2tCAcO0coLWIKKWUWWWw2fn7zV6Q_VpA&oe=665CFB37","https://www.facebook.com/islander0413","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfMTY5MjM1ODU4MTUzNDUzMQ==","Kevin Ray N. Chua Agree","1"
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=447040171262808",,"2024-05-29T09:36:21.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzQ0NzA0MDE3MTI2MjgwOA==","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfNDQ3MDQwMTcxMjYyODA4","0","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","100000001906290","Yza Magtuba","https://scontent-bos5-1.xx.fbcdn.net/v/t39.30808-1/416139554_25046598604923524_3081536322690286944_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=kkyaH9TTpJ4Q7kNvgGDUML-&_nc_ht=scontent-bos5-1.xx&oh=00_AYDVKgH9x6Eno8p7WcvCZTqM8b8iRKuivI_zREcK0O6xPw&oe=665CEF7D","https://www.facebook.com/yza.depdepen","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfMTY5MjM1ODU4MTUzNDUzMQ==","Kevin Ray N. Chua 🎯","1"
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=1005616077959194",,"2024-05-28T07:27:41.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzEwMDU2MTYwNzc5NTkxOTQ=","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfMTAwNTYxNjA3Nzk1OTE5NA==","1","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","100017560335658","Grace Sedurifa","https://scontent-bos5-1.xx.fbcdn.net/v/t39.30808-1/423132383_1473813176547346_1663949685703353728_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=-RNDTpAottEQ7kNvgFcFXag&_nc_ht=scontent-bos5-1.xx&oh=00_AYBpEToWIsimo7ICGLidcYNVx6d5xCoxLnJIU8wypMIQjQ&oe=665D01AB","https://www.facebook.com/grace.sedurifa.50","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfMTY5MjM1ODU4MTUzNDUzMQ==","Kevin Ray N. Chua yes..we need it🙏🙏🙏","1"
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=829540342559232",,"2024-05-29T12:47:02.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzgyOTU0MDM0MjU1OTIzMg==","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfODI5NTQwMzQyNTU5MjMy","0","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","pfbid02rFyPgxZmY1qXQ48gH4JjDkWkYjr7onnEEquvXUiiWZTWLYJeZm7yRHLRRA55FQubl","Ser Tsip","https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-1/434198715_1597692561070170_8614987405715507889_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=q-KhsxSJgqEQ7kNvgHtlosy&_nc_ht=scontent-ord5-1.xx&oh=00_AYBTEHHCsK0OjfqEBw2Rq2TH-SOeGmy0j00zl5JLvEFVwA&oe=665D0521","https://www.facebook.com/ser.tsip.73","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfOTk5NDI3NjY4NTc0NTY1","Loida Ibañez how about those people whose religion is not Roman Catholic? Do they get excommunicated as well if they choose divorce?","1"
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=1019221246358401",,"2024-05-29T12:46:03.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzEwMTkyMjEyNDYzNTg0MDE=","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfMTAxOTIyMTI0NjM1ODQwMQ==","0","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","100003335395250","Loida Ibañez","https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-1/434195329_7371556079632165_4999101985952268437_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=rHzq5K8SqdMQ7kNvgECK4Rp&_nc_ht=scontent-ord5-2.xx&oh=00_AYDJFvS6P47dmBe0X1RxlA73N4W810EEiIzIzv19sTzGrw&oe=665CFCF0",,"Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfOTk5NDI3NjY4NTc0NTY1","Ser Tsip Amen jud na ser","2"
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=424796747072451",,"2024-05-29T12:43:16.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzQyNDc5Njc0NzA3MjQ1MQ==","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfNDI0Nzk2NzQ3MDcyNDUx","1","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","pfbid02rFyPgxZmY1qXQ48gH4JjDkWkYjr7onnEEquvXUiiWZTWLYJeZm7yRHLRRA55FQubl","Ser Tsip","https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-1/434198715_1597692561070170_8614987405715507889_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=q-KhsxSJgqEQ7kNvgHtlosy&_nc_ht=scontent-ord5-1.xx&oh=00_AYBTEHHCsK0OjfqEBw2Rq2TH-SOeGmy0j00zl5JLvEFVwA&oe=665D0521","https://www.facebook.com/ser.tsip.73","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfOTk5NDI3NjY4NTc0NTY1","Loida Ibañez shall I say, Amen? 🤣","2"
,,"https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl?comment_id=998220781199251",,"2024-05-29T12:41:19.000Z","754795630141521","https://www.facebook.com/atty.darz/posts/pfbid03577YZm83oNsa58oCnvStwZka6xXVcbXCzMiz5qLGQDi68d13mJsDj6hjihfYh2UKl","ZmVlZGJhY2s6NzU0Nzk1NjMwMTQxNTIxXzk5ODIyMDc4MTE5OTI1MQ==","Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfOTk4MjIwNzgxMTk5MjUx","0","109679174639488","false","Divorce is an option. 
 
It is funny that those who oppose divorce are product of successful marriages and typical Filipino family settings.
 
Let those who are suffering from failed marriages decide what is best for them. Divorce may not be the best solution, but it is an option that gives a breath of fresh air to those living in traumatic, toxic, and life-threatening marriages. 

Walay problema if dili ta ganahan og divorce, but let's give this option to those who badly need it and give them access to affordable divorce, eapil nalang pod annulment.","100003335395250","Loida Ibañez","https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-1/434195329_7371556079632165_4999101985952268437_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=rHzq5K8SqdMQ7kNvgECK4Rp&_nc_ht=scontent-ord5-2.xx&oh=00_AYDJFvS6P47dmBe0X1RxlA73N4W810EEiIzIzv19sTzGrw&oe=665CFCF0",,"Y29tbWVudDo3NTQ3OTU2MzAxNDE1MjFfOTk5NDI3NjY4NTc0NTY1","Ser Tsip well it's you and God. 😊","2"
